id,currentBarWidth,splitOnRecType,stimulusTag,currentMeanLevel,currentAbsContrast,splitOnExperimentDate,celllabel,splitOnDelTag,backgroundIntensity,MeanRespOn,SEM,nodeid,leafid
79,-20,"cell-attach","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,7.68771948789831,7.30478426022763,2,79
80,-20,"exc","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-123.93070796611,0,2,80
81,-20,"inh","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-27.17645351756,0,2,81
82,-20,"cell-attach","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,4.35066924733528,5.64183450079066,2,82
83,-20,"exc","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-95.8102996360573,0,2,83
84,-20,"inh","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,5.29407248129528,0,2,84
85,-20,"cell-attach","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,14.4169279454121,15.5655808002153,2,85
86,-20,"exc","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-255.312239127504,0,2,86
87,-20,"inh","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-1.27704635503968,0,2,87
88,-20,"cell-attach","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,22.1491477297399,22.825864764013,2,88
89,-20,"exc","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-405.413276263512,0,2,89
90,-20,"inh","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-89.871689200066,0,2,90
91,-20,"cell-attach","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,50.7581539036752,49.1918710838326,2,91
92,-20,"exc","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-600.749275172008,0,2,92
93,-20,"inh","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-2.30417178861817,0,2,93
94,-20,"cell-attach","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,43.7343222659074,41.2182014722246,2,94
95,-20,"exc","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-731.9890857971,0,2,95
96,-20,"inh","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-76.8361128554652,0,2,96
97,20,"cell-attach","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-0.370905893173825,0.368407142549137,2,97
98,20,"exc","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-29.7275343930128,0,2,98
99,20,"inh","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-28.6877936914268,0,2,99
100,20,"cell-attach","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,1.22780891131963,3.76969233805568,2,100
101,20,"exc","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-37.346845142374,0,2,101
102,20,"inh","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-6.89196402935872,0,2,102
103,20,"cell-attach","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,11.9450523264317,13.0399551698204,2,103
104,20,"exc","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-118.264775296878,0,2,104
105,20,"inh","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-20.7828916537644,0,2,105
106,20,"cell-attach","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,5.75035107432313,4.24465142442749,2,106
107,20,"exc","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-146.946702225006,0,2,107
108,20,"inh","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-93.4471916367459,0,2,108
109,20,"cell-attach","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,36.1625809041354,36.8376346743508,2,109
110,20,"exc","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-404.418089186226,0,2,110
111,20,"inh","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-57.1904731970724,0,2,111
112,20,"cell-attach","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,32.1683514168794,32.7991648249993,2,112
113,20,"exc","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-426.283885043953,0,2,113
114,20,"inh","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-117.158561028883,0,2,114
115,20,"cell-attach","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,52.4934882240206,52.4540380128621,2,115
116,20,"exc","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-701.820335350755,0,2,116
117,20,"inh","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,25.0105492553639,0,2,117
118,20,"cell-attach","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,52.8582263480873,52.0843023875465,2,118
119,20,"exc","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-802.834508635778,0,2,119
120,20,"inh","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,13.8695360207435,0,2,120
121,46.6666666666667,"cell-attach","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,0.645416106139024,0.645416106139024,2,121
122,46.6666666666667,"exc","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-41.7518543302973,0,2,122
123,46.6666666666667,"inh","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,20.1272177240308,0,2,123
124,46.6666666666667,"cell-attach","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,2.42339902584599,2.57160347290463,2,124
125,46.6666666666667,"exc","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-61.3143168504613,0,2,125
126,46.6666666666667,"inh","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-117.388012527998,0,2,126
127,46.6666666666667,"cell-attach","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,0.404991935731422,0.40749068635611,2,127
128,46.6666666666667,"exc","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-138.778827461089,0,2,128
129,46.6666666666667,"inh","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-15.6336063813877,0,2,129
130,46.6666666666667,"cell-attach","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,0.0622458760599411,0.0647446266846289,2,130
131,46.6666666666667,"exc","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-93.7783700556592,0,2,131
132,46.6666666666667,"inh","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-138.465057134417,0,2,132
133,46.6666666666667,"cell-attach","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,24.2392728987388,25.7332408443896,2,133
134,46.6666666666667,"exc","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-349.957228600253,0,2,134
135,46.6666666666667,"inh","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-14.7036750339374,0,2,135
136,46.6666666666667,"cell-attach","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,16.4694911018516,18.510518893151,2,136
137,46.6666666666667,"exc","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-357.32599802301,0,2,137
138,46.6666666666667,"inh","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-25.6499859494465,0,2,138
139,46.6666666666667,"cell-attach","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,33.6155225382019,31.3519937036768,2,139
140,46.6666666666667,"exc","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-584.971687835104,0,2,140
141,46.6666666666667,"inh","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,14.1303605963272,0,2,141
142,46.6666666666667,"cell-attach","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,50.0721399052184,49.8778850822892,2,142
143,46.6666666666667,"exc","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-599.878316710555,0,2,143
144,46.6666666666667,"inh","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-62.3674454166596,0,2,144
145,73.3333333333333,"cell-attach","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,2.62266093076296,2.37234156798767,2,145
146,73.3333333333333,"exc","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-44.8274015597713,0,2,146
147,73.3333333333333,"inh","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-79.023251818379,0,2,147
148,73.3333333333333,"cell-attach","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,0.342297390859628,0.344796141484316,2,148
149,73.3333333333333,"exc","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-7.69407538932688,0,2,149
150,73.3333333333333,"inh","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-25.984028830702,0,2,150
151,73.3333333333333,"cell-attach","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,0.901249512951586,4.09625173642373,2,151
152,73.3333333333333,"exc","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-150.122878502608,0,2,152
153,73.3333333333333,"inh","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-30.3894547392389,0,2,153
154,73.3333333333333,"cell-attach","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,4.83969180256727,10.1528119455587,2,154
155,73.3333333333333,"exc","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-66.6294990314412,0,2,155
156,73.3333333333333,"inh","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-70.538148684049,0,2,156
157,73.3333333333333,"cell-attach","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,27.2976991861931,27.6698170556856,2,157
158,73.3333333333333,"exc","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-329.276241432424,0,2,158
159,73.3333333333333,"inh","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-47.4970018215055,0,2,159
160,73.3333333333333,"cell-attach","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,27.528259366977,27.4442543761513,2,160
161,73.3333333333333,"exc","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-249.500260917192,0,2,161
162,73.3333333333333,"inh","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-3.01343892559186,0,2,162
163,73.3333333333333,"cell-attach","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,39.2598306682874,40.7001893217181,2,163
164,73.3333333333333,"exc","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-544.387380568864,0,2,164
165,73.3333333333333,"inh","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-8.52961912464763,0,2,165
166,73.3333333333333,"cell-attach","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,46.4104983944426,48.5395265930654,2,166
167,73.3333333333333,"exc","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-602.136088500614,0,2,167
168,73.3333333333333,"inh","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-0.718454993151041,0,2,168
169,100,"cell-attach","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,0,0,2,169
170,100,"exc","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,-32.7649000903072,0,2,170
171,100,"inh","grating",0.25,0.1,"2017/01/12","Cell","keep",0.2,40.379390820138,0,2,171
172,100,"cell-attach","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,0,0,2,172
173,100,"exc","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-46.3645429840567,0,2,173
174,100,"inh","intensity",0.25,0.1,"2017/01/12","Cell","keep",0.2,-9.93170623521674,0,2,174
175,100,"cell-attach","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,14.9925037481259,0,2,175
176,100,"exc","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-74.7312421670725,0,2,176
177,100,"inh","grating",0.3,0.1,"2017/01/12","Cell","keep",0.2,-38.8628501680173,0,2,177
178,100,"cell-attach","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,9.99500249875062,0,2,178
179,100,"exc","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-78.1858617408267,0,2,179
180,100,"inh","intensity",0.3,0.1,"2017/01/12","Cell","keep",0.2,-7.18087147259868,0,2,180
181,100,"cell-attach","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,39.9800099950027,0,2,181
182,100,"exc","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-239.792121589136,0,2,182
183,100,"inh","grating",0.4,0.1,"2017/01/12","Cell","keep",0.2,-19.7858728458104,0,2,183
184,100,"cell-attach","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,39.9800099950025,0,2,184
185,100,"exc","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-256.805664859167,0,2,185
186,100,"inh","intensity",0.4,0.1,"2017/01/12","Cell","keep",0.2,-16.085806015151,0,2,186
187,100,"cell-attach","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,69.9650174912543,0,2,187
188,100,"exc","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-580.06866887488,0,2,188
189,100,"inh","grating",0.5,0.1,"2017/01/12","Cell","keep",0.2,-85.5586211622414,0,2,189
190,100,"cell-attach","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,69.9650174912544,0,2,190
191,100,"exc","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-510.410219593758,0,2,191
192,100,"inh","intensity",0.5,0.1,"2017/01/12","Cell","keep",0.2,-52.9058248046555,0,2,192
193,-20,"cell-attach","grating",0.25,0.175,"2017/01/12","Cell","keep",0.2,9.99500249875062,0,2,193
194,-20,"exc","grating",0.25,0.175,"2017/01/12","Cell","keep",0.2,-35.5814833895076,0,2,194
195,-20,"inh","grating",0.25,0.175,"2017/01/12","Cell","keep",0.2,-22.9031348153955,0,2,195
196,-20,"cell-attach","intensity",0.25,0.175,"2017/01/12","Cell","keep",0.2,9.99500249875062,0,2,196
197,-20,"exc","intensity",0.25,0.175,"2017/01/12","Cell","keep",0.2,-3.32637593792772,0,2,197
198,-20,"inh","intensity",0.25,0.175,"2017/01/12","Cell","keep",0.2,-26.0204072134314,0,2,198
199,20,"cell-attach","grating",0.25,0.175,"2017/01/12","Cell","keep",0.2,0,0,2,199
200,20,"exc","grating",0.25,0.175,"2017/01/12","Cell","keep",0.2,-23.5152225606409,0,2,200
201,20,"inh","grating",0.25,0.175,"2017/01/12","Cell","keep",0.2,-67.8434768476707,0,2,201
202,20,"cell-attach","intensity",0.25,0.175,"2017/01/12","Cell","keep",0.2,0,0,2,202
203,20,"exc","intensity",0.25,0.175,"2017/01/12","Cell","keep",0.2,-6.50987941652716,0,2,203
204,20,"inh","intensity",0.25,0.175,"2017/01/12","Cell","keep",0.2,-7.65092840761045,0,2,204
205,-20,"cell-attach","grating",0.3,0.2,"2017/01/12","Cell","keep",0.2,4.99750124937531,0,2,205
206,-20,"exc","grating",0.3,0.2,"2017/01/12","Cell","keep",0.2,-104.271884946088,0,2,206
207,-20,"inh","grating",0.3,0.2,"2017/01/12","Cell","keep",0.2,0.366756525235765,0,2,207
208,-20,"cell-attach","intensity",0.3,0.2,"2017/01/12","Cell","keep",0.2,9.99500249875062,0,2,208
209,-20,"exc","intensity",0.3,0.2,"2017/01/12","Cell","keep",0.2,-71.8488708255615,0,2,209
210,-20,"inh","intensity",0.3,0.2,"2017/01/12","Cell","keep",0.2,-11.6359426061343,0,2,210
211,20,"cell-attach","grating",0.3,0.2,"2017/01/12","Cell","keep",0.2,14.9925037481259,0,2,211
212,20,"exc","grating",0.3,0.2,"2017/01/12","Cell","keep",0.2,-74.9237425669635,0,2,212
213,20,"inh","grating",0.3,0.2,"2017/01/12","Cell","keep",0.2,-15.883315501817,0,2,213
214,20,"cell-attach","intensity",0.3,0.2,"2017/01/12","Cell","keep",0.2,4.99750124937531,0,2,214
215,20,"exc","intensity",0.3,0.2,"2017/01/12","Cell","keep",0.2,-63.325918954658,0,2,215
216,20,"inh","intensity",0.3,0.2,"2017/01/12","Cell","keep",0.2,-4.31452845004991,0,2,216
217,-20,"cell-attach","grating",0.4,0.25,"2017/01/12","Cell","keep",0.2,44.9775112443777,0,2,217
218,-20,"exc","grating",0.4,0.25,"2017/01/12","Cell","keep",0.2,-245.114189577204,0,2,218
219,-20,"inh","grating",0.4,0.25,"2017/01/12","Cell","keep",0.2,-14.5897354978008,0,2,219
220,-20,"cell-attach","intensity",0.4,0.25,"2017/01/12","Cell","keep",0.2,39.9800099950027,0,2,220
221,-20,"exc","intensity",0.4,0.25,"2017/01/12","Cell","keep",0.2,-282.943255137375,0,2,221
222,-20,"inh","intensity",0.4,0.25,"2017/01/12","Cell","keep",0.2,-6.8981206006473,0,2,222
223,20,"cell-attach","grating",0.4,0.25,"2017/01/12","Cell","keep",0.2,29.9850074962521,0,2,223
224,20,"exc","grating",0.4,0.25,"2017/01/12","Cell","keep",0.2,-244.998567262092,0,2,224
225,20,"inh","grating",0.4,0.25,"2017/01/12","Cell","keep",0.2,6.47895261433558,0,2,225
226,20,"cell-attach","intensity",0.4,0.25,"2017/01/12","Cell","keep",0.2,54.9725137431284,0,2,226
227,20,"exc","intensity",0.4,0.25,"2017/01/12","Cell","keep",0.2,-259.670530201694,0,2,227
228,20,"inh","intensity",0.4,0.25,"2017/01/12","Cell","keep",0.2,10.8166643116442,0,2,228
229,-20,"cell-attach","grating",0.5,0.3,"2017/01/12","Cell","keep",0.2,64.9675162418788,0,2,229
230,-20,"exc","grating",0.5,0.3,"2017/01/12","Cell","keep",0.2,-575.620130250949,0,2,230
231,-20,"inh","grating",0.5,0.3,"2017/01/12","Cell","keep",0.2,-25.5256818337904,0,2,231
232,-20,"cell-attach","intensity",0.5,0.3,"2017/01/12","Cell","keep",0.2,74.9625187406298,0,2,232
233,-20,"exc","intensity",0.5,0.3,"2017/01/12","Cell","keep",0.2,-438.243013807832,0,2,233
234,-20,"inh","intensity",0.5,0.3,"2017/01/12","Cell","keep",0.2,32.2920968488936,0,2,234
235,20,"cell-attach","grating",0.5,0.3,"2017/01/12","Cell","keep",0.2,59.9700149925036,0,2,235
236,20,"exc","grating",0.5,0.3,"2017/01/12","Cell","keep",0.2,-426.7207638732,0,2,236
237,20,"inh","grating",0.5,0.3,"2017/01/12","Cell","keep",0.2,-28.6527614097092,0,2,237
238,20,"cell-attach","intensity",0.5,0.3,"2017/01/12","Cell","keep",0.2,69.9650174912541,0,2,238
239,20,"exc","intensity",0.5,0.3,"2017/01/12","Cell","keep",0.2,-456.497118716968,0,2,239
240,20,"inh","intensity",0.5,0.3,"2017/01/12","Cell","keep",0.2,-40.3378145698727,0,2,240
